Date,Price,Open,Vol.
5/4/2020,1717.2,1710.9,0.07
5/1/2020,1704.4,1697.1,0.1
4/30/2020,1697.1,1737.7,0.04
4/29/2020,1716.3,1716.3,159.6
4/28/2020,1722.2,1724.4,171.34
4/27/2020,1723.8,1745,146.64
4/24/2020,1735.6,1753,180.24
4/23/2020,1745.4,1736.5,201.88
4/22/2020,1738.3,1703.1,193.73
4/21/2020,1687.8,1713.3,248.63
4/20/2020,1711.2,1693,186.91
4/17/2020,1698.8,1738.5,227.07
4/16/2020,1731.7,1743.5,204.23
4/15/2020,1740.2,1758.1,186.7
4/14/2020,1768.9,1761.5,241.19
4/13/2020,1761.4,1742.3,166.89
4/9/2020,1752.8,1680.5,218.8
4/8/2020,1684.3,1678.7,125.33
4/7/2020,1683.7,1707.1,204.5
4/6/2020,1693.9,1647.7,192.75
4/3/2020,1645.7,1635.3,139.61
4/2/2020,1637.7,1602.4,167.71
4/1/2020,1591.4,1589.4,164.48
3/31/2020,1596.6,1643.4,176.55
3/30/2020,1643.2,1663.4,157.37
3/27/2020,1641.3,1649.9,3.03
3/26/2020,1656,1638.8,1.58
3/25/2020,1636.6,1680,1.1
3/24/2020,1664,1564.6,2.64
3/23/2020,1570.2,1509.4,1.3
3/20/2020,1486.5,1476.1,1.22
3/19/2020,1481.3,1476.9,0.49
3/18/2020,1479.4,1546.1,0.59
3/17/2020,1527.2,1502.5,0.45
3/16/2020,1487.6,1573.6,1.11
3/13/2020,1518.2,1576.9,0.9
3/12/2020,1592.1,1643,1.13
3/11/2020,1644.1,1651.7,0.24
3/10/2020,1662,1670.7,0.68
3/9/2020,1677.4,1691,0.45
3/6/2020,1674.3,1674.2,0.41
3/5/2020,1670,1642.7,0.19
3/4/2020,1645.2,1646.5,0.21
3/3/2020,1646.6,1596.2,0.14
3/2/2020,1597.1,1593.8,0.05
2/28/2020,1569.3,1626.1,0.03
2/27/2020,1645.3,1645.3,573.29
2/26/2020,1643.1,1637.3,531.9
2/25/2020,1650,1661.8,672.76
2/24/2020,1676.6,1656,680.82
2/21/2020,1648.8,1623.6,489.19
2/20/2020,1620.5,1615,403.04
2/19/2020,1611.8,1604.8,307.89
2/18/2020,1603.6,1585.1,414.24
2/17/2020,1603.6,1585.1,414.24
2/14/2020,1586.4,1579,227.11
2/13/2020,1578.8,1569.8,276.25
2/12/2020,1571.6,1571.2,189.55
2/11/2020,1570.1,1575.5,231.83
2/10/2020,1579.5,1575.8,191.75
2/7/2020,1573.4,1570.7,286.42
2/6/2020,1570,1560,229
2/5/2020,1562.8,1556.1,306.05
2/4/2020,1555.5,1581.5,349
2/3/2020,1582.4,1597.8,320.6
1/31/2020,1587.9,1578.4,343.37
1/30/2020,1589.2,1582.4,382.6
1/29/2020,1573.5,1569,4.02
1/28/2020,1572.8,1583.9,2.31
1/27/2020,1580.6,1580.9,2.94
1/24/2020,1575.2,1566,1.97
1/23/2020,1568.8,1561.8,2.33
1/22/2020,1560,1560.9,1.01
1/21/2020,1560.8,1567,2.22
1/20/2020,1557.9,1557.3,462.62
1/17/2020,1563.6,1555.7,0.47
1/16/2020,1553.7,1559.9,0.28
1/15/2020,1557.2,1550.3,0.81
1/14/2020,1548,1552.1,1.79
1/13/2020,1553.7,1563.7,1
1/10/2020,1563.6,1558.2,0.98
1/9/2020,1557.8,1560.1,1.12
1/8/2020,1563.8,1580.6,1.98
1/7/2020,1577.6,1570.2,0.63
1/6/2020,1572,1559.1,0.38
1/3/2020,1555.5,1535.2,0.27
1/2/2020,1531.4,1526,0.09
12/31/2019,1526.5,1525.1,0.03
12/30/2019,1521.6,1521.6,178.72
12/27/2019,1518.1,1516.5,204.99
12/26/2019,1514.4,1503.9,216.61
12/24/2019,1504.8,1489.8,183.68
12/23/2019,1488.7,1482.4,162.45
12/20/2019,1480.9,1482.7,140.77
12/19/2019,1484.4,1479.4,201.19
12/18/2019,1478.7,1480.4,197.97
12/17/2019,1480.6,1480.6,173.25
12/16/2019,1480.5,1480,165.85
12/13/2019,1481.2,1470.8,356.68
12/12/2019,1472.3,1479.2,409.86
12/11/2019,1475,1468.5,251.73
12/10/2019,1468.1,1466.3,228.83
12/9/2019,1464.9,1464.1,177.22
12/6/2019,1465.1,1481,317.32
12/5/2019,1483.1,1480,240.01
12/4/2019,1480.2,1483.2,319.73
12/3/2019,1484.4,1468,400.9
12/2/2019,1469.2,1470.3,316.58
11/29/2019,1472.7,1461.2,272.34
11/28/2019,1472.7,1461.2,272.34
11/27/2019,1460.8,1468.3,232.12
11/26/2019,1464.4,1458.8,2.65
11/25/2019,1460.5,1464.1,0.82
11/22/2019,1467.3,1468.9,0.71
11/21/2019,1467.1,1478.7,1.46
11/20/2019,1477.5,1476.7,1.2
11/19/2019,1477.8,1476.4,0.52
11/18/2019,1475.4,1472.8,0.49
11/15/2019,1472,1478.5,0.42
11/14/2019,1476.9,1468,0.39
11/13/2019,1466.8,1461.3,0.13
11/12/2019,1457.2,1461,0.16
11/11/2019,1460.6,1463.4,0.14
11/8/2019,1466.4,1470.3,0.13
11/7/2019,1469.9,1496.4,0.21
11/6/2019,1496.8,1489.7,0.14
11/5/2019,1487.6,1512.7,0.41
11/4/2019,1514.7,1518.3,0.16
11/1/2019,1514.9,1518.8,0.01
10/31/2019,1518.3,1505.8,0.01
10/30/2019,1500.2,1500.2,353.64
10/29/2019,1490.7,1494.3,291.98
10/28/2019,1495.8,1507.4,318.13
10/25/2019,1505.3,1506.4,368.74
10/24/2019,1504.7,1495.1,305.01
10/23/2019,1495.7,1491.1,244.62
10/22/2019,1487.5,1487.5,208.97
10/21/2019,1488.1,1495.6,284.29
10/18/2019,1494.1,1495.6,232.55
10/17/2019,1498.3,1494.2,305.67
10/16/2019,1494,1484.8,367.9
10/15/2019,1483.5,1497.7,317.99
10/14/2019,1497.6,1492,228.32
10/11/2019,1488.7,1498.3,485.96
10/10/2019,1500.9,1510.8,417.88
10/9/2019,1512.8,1510.9,285.28
10/8/2019,1503.9,1498.7,371.44
10/7/2019,1504.4,1518.6,257.78
10/4/2019,1512.9,1511.6,344.79
10/3/2019,1513.8,1505.6,408.74
10/2/2019,1507.9,1485.4,393.1
10/1/2019,1489,1478,450.17
9/30/2019,1472.9,1501.7,439.71
9/27/2019,1506.4,1511.8,451.93
9/26/2019,1511.7,1506,0.88
9/25/2019,1508.9,1535.4,1.05
9/24/2019,1536.6,1525.4,0.69
9/23/2019,1527.8,1520,0.42
9/20/2019,1512,1508.8,0.07
9/19/2019,1503.4,1496.3,0.04
9/18/2019,1513,1506.2,0.05
9/17/2019,1510.8,1503.6,0.09
9/16/2019,1508.7,1508.4,0.11
9/13/2019,1496.8,1503.3,0.08
9/12/2019,1504.8,1495.1,0.31
9/11/2019,1500.5,1493.5,0.04
9/10/2019,1496.4,1498.8,0.14
9/9/2019,1508.1,1517,0.06
9/6/2019,1512.4,1519.1,0.02
9/5/2019,1522.5,1548.6,0.03
9/4/2019,1557.2,1548,0.01
9/3/2019,1552.8,1531.9,0
9/2/2019,1555.9,1535.2,554.83
8/30/2019,1526.2,1526.2,330.85
8/29/2019,1533.7,1533.7,455.6
8/28/2019,1542.8,1545.6,17.19
8/27/2019,1545.6,1531,13.57
8/26/2019,1530.9,1537.5,11.29
8/23/2019,1531.4,1502.3,13.25
8/22/2019,1502.3,1506.8,8.4
8/21/2019,1509.6,1511.6,5.34
8/20/2019,1509.7,1501.1,4.75
8/19/2019,1505.5,1516.9,11.89
8/16/2019,1517.5,1527.9,10.22
8/15/2019,1525.1,1521.1,8.76
8/14/2019,1521.6,1506.6,11.64
8/13/2019,1507.9,1515.4,18.79
8/12/2019,1510.9,1502.9,6.93
8/9/2019,1502,1512.4,12.56
8/8/2019,1503.1,1504.9,10.69
8/7/2019,1513.2,1480,24.4
8/6/2019,1478.3,1473.9,8.13
8/5/2019,1470.6,1446.3,13.12
8/2/2019,1451.6,1451.2,13.33
8/1/2019,1426.5,1419.2,15.59
7/31/2019,1431.8,1437.6,9.36
7/30/2019,1435.8,1433.4,12.62
7/29/2019,1424.3,1423.2,2.56
7/26/2019,1423.5,1419.3,2.54
7/25/2019,1418,1429.5,5.04
7/24/2019,1427.4,1421.3,1.24
7/23/2019,1425.5,1429.6,0.76
7/22/2019,1430.7,1431.8,0.8
7/19/2019,1430.1,1452.7,3.03
7/18/2019,1431.9,1433.3,1.16
7/17/2019,1427.2,1411.6,0.63
7/16/2019,1415,1422.5,0.17
7/15/2019,1417.3,1417.5,0.3
7/12/2019,1415.9,1411.2,0.72
7/11/2019,1410,1424.1,0.32
7/10/2019,1415.8,1401.2,0.25
7/9/2019,1403.9,1400.8,0.36
7/8/2019,1403.3,1404.3,0.21
7/5/2019,1403.4,1426.5,0.34
7/4/2019,1400.1,1421.6,577.38
7/3/2019,1424.2,1435,0.43
7/2/2019,1411.2,1392.2,0.08
7/1/2019,1392.4,1399.6,0.15
6/28/2019,1416.7,1427.6,0.02
